,timeOnPage,maxDepth,scrollState,brightnessWeight,showHilbert,algorithm,selectedArtwork,loadStatus,showHilbertDetails,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,timeSect6,mobile,x,y
0,168126,10600.0,12,67,2,5,35.0,2,1,266,3430,11923,5362,27797,64537,37360,0,-34.255127,-30.980509
1,191968,6271.0,6,0,0,1,0.0,2,0,18585,10408,12507,5507,2463,0,0,0,-55.934982,-28.538214
2,489196,10354.0,10,61,0,3,146.0,0,0,47332,30465,29166,64998,149745,138187,24208,0,0.17365701,-51.683964
3,428613,7323.0,5,45,0,1,16.0,1,0,25511,26154,13332,335660,3374,18592,0,0,14.105284,-38.707253
4,34341,1962.0,4,0,0,0,1.0,1,0,2810,29337,0,0,0,0,0,0,-6.6256533,11.686735
5,118635,10359.5,6,31,0,10,8.0,0,0,0,12751,20824,15108,18264,9260,38128,0,-48.81949,-9.636478
6,50909,7076.0,6,0,0,3,0.0,2,0,4194,7471,6503,5035,4820,14189,0,0,-30.54787,30.579723
7,17319,6948.7998046875,11,0,0,1,0.0,2,0,1092,2483,5395,3872,1283,129,0,0,18.973986,28.676126
8,190438,7442.0,8,45,2,9,5.0,2,2,6862,19278,38196,9658,38940,30415,0,0,-28.431376,-30.91442
9,61738,7958.0,15,0,0,0,0.0,2,0,7521,8272,16810,1761,4214,6247,0,0,-33.189266,16.920252
10,23337,11236.0,11,0,0,1,0.0,2,0,481,2835,2470,4632,2031,2491,2782,0,9.823506,43.377163
11,71486,7299.33349609375,6,0,0,4,17.0,2,0,2762,8287,5652,2634,2746,18816,0,0,-42.689175,15.013209
12,3071857,1710.0,3,0,0,0,2.0,2,0,938,5013,0,0,0,0,0,0,40.462917,-35.29724
13,826927,10088.0,15,0,2,7,0.0,2,1,55466,2166,4210,443781,80688,91604,3039,0,17.866777,-38.46603
14,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,-10.373623,69.95841
15,63551,6197.0,5,0,0,1,0.0,0,0,2351,18678,9972,10108,4378,0,0,0,-24.768394,8.174689
16,579184,7762.0,6,0,0,1,0.0,2,0,136,3136,3426,458,1239,932,0,0,9.573051,-66.29484
17,80741,9120.0,4,29,2,6,34.0,1,1,818,1600,6699,5399,1633,39917,23475,0,-49.695923,8.037187
18,875027,7638.0,11,60,2,1,28.0,2,2,38348,86930,189270,242317,228569,78508,0,0,20.808228,-51.47872
19,214225,7699.0,6,0,0,1,76.0,2,0,60820,47600,46853,25674,5268,11581,0,0,-12.067392,-19.48312
20,58675,12917.0,11,82,0,3,1.0,2,0,1206,5448,4142,7590,2887,9458,16731,0,-29.427729,39.668095
21,444692,12417.0,13,0,0,1,39.0,2,0,43063,57741,14532,2517,1081,4273,6941,0,2.9135418,-66.07127
22,140571,13121.0,11,0,0,1,0.0,2,0,1050,666,1086,2702,1848,718,4869,0,-57.725143,-22.113544
23,185656,11185.0,8,0,0,5,44.0,2,0,5765,30805,44507,8301,9302,38990,39557,0,-35.667892,-35.90785
24,1453636,10799.0,13,0,0,1,23.0,1,0,869747,9485,24017,543357,1334,1167,2177,0,26.333565,-27.493507
25,97039,12753.0,11,90,2,1,0.0,2,1,7828,6667,24025,8666,2784,23839,8236,0,-42.18479,2.0782402
26,70333,11154.0,13,0,2,1,0.0,2,1,1945,4571,11676,8211,14304,6398,1362,0,-35.860847,13.235811
27,92143,8410.0,8,24,0,4,23.0,2,0,5178,925,15333,6584,28306,21001,11784,0,-40.34482,-1.9189502
28,25067,6672.0,6,0,0,1,1.0,2,0,968,5569,4407,4934,3088,164,0,0,4.859813,31.086693
29,34891,7077.0,5,0,0,4,0.0,0,0,11676,4739,2357,1364,516,10675,0,0,-6.152074,29.566593
30,34838,10481.0,3,0,0,1,0.0,0,0,15219,9449,0,0,0,0,7598,0,1.5050248,9.981185
31,72063,11711.0,5,0,0,0,8.0,0,0,116,349,335,366,434,61332,5917,0,-52.213604,11.111314
32,108827199,4402.0,4,0,0,0,7.0,2,0,11430,74043,28119,866,0,0,0,0,55.007626,-26.53786
33,392936,9235.0,5,32,0,1,78.0,0,0,26338,51201,4361,62391,168288,51612,1693,0,-4.118526,-47.48562
34,198193,12576.0,6,13,0,1,50.0,2,0,716,4216,140779,2917,900,13873,7069,0,-14.740232,-28.049809
35,1099157,7008.0,12,0,0,3,82.0,2,0,981490,13738,33377,7130,3511,43531,0,0,24.692007,-24.980816
36,433608,7948.0,6,85,2,9,0.0,2,1,20476,45606,56788,37608,166825,99119,0,0,-3.331685,-48.38458
37,183121,8135.0,8,132,2,3,61.0,2,1,1435,9413,6400,5949,17734,9128,4233,0,-55.521088,-27.655966
38,59648,8265.0,6,29,2,4,0.0,2,1,199,4358,3563,8829,14666,1332,10119,0,-32.64996,23.097467
39,1849761,9958.400390625,11,66,2,3,97.0,2,1,115594,226229,73234,137061,827581,165317,215810,0,22.881023,-43.717495
40,655352,7376.0,6,0,0,1,0.0,2,0,4493,2352,5139,3987,3975,624,0,0,11.917082,-66.170746
41,292171,7508.0,6,13,0,3,35.0,2,0,29860,37016,22816,12450,50283,88719,0,0,-20.129557,-47.968727
42,107238,12539.0,10,58,0,3,0.0,1,0,1647,1687,12225,28530,1029,12487,45728,0,-49.679855,-7.919874
43,32499,1046.4000244140623,1,0,0,0,0.0,1,0,26592,263,0,0,0,0,0,0,2.1755428,3.6903298
44,24013,13269.0,11,0,0,1,2.0,2,0,1959,1676,1581,881,1480,1385,6866,0,9.694147,46.32035
45,184089,11300.0,11,0,0,1,28.0,2,0,2195,2819,10942,11714,5841,62768,75376,0,-34.890522,-38.572567
46,216676,11240.0,15,0,0,8,0.0,2,0,19117,5949,10583,6368,9817,27742,133777,0,-40.600834,-42.1267
47,133512,11400.0,11,5,0,5,14.0,2,0,2781,19219,14078,7469,20168,25190,33980,0,-41.071125,-25.492212
48,26827,7979.0,5,0,0,1,0.0,2,0,884,2739,6820,1085,1706,2841,0,0,0.9355433,33.892574
49,6866305,11598.0,21,196,4,6,54.0,2,3,772180,23924,67577,35798,43640,7305,109881,0,45.318954,-32.189957
50,640509,12807.0,27,1190,2,15,216.0,2,1,17958,53719,50172,43423,68953,189571,208826,0,10.576778,-52.191814
51,32244,6174.0,6,0,0,1,0.0,2,0,1749,3481,4064,2701,2729,0,0,0,-10.414588,31.975454
52,20429,10646.6669921875,11,0,0,1,3.0,2,0,237,2348,958,473,337,466,6048,0,12.456603,45.353626
53,783940,10998.0,10,18,0,1,7.0,2,0,1186,6097,8903,697769,22809,17121,14001,0,17.465315,-39.34794
54,44431,7849.0,6,17,0,3,2.0,2,0,1142,3865,10601,2117,13716,5517,0,0,-22.400227,25.539495
55,613287,11760.0,20,0,0,1,0.0,0,0,699,1367,2193,1322,1280,734,1490,0,10.647243,-66.35096
56,350853,11833.0,11,24,2,6,16.0,2,1,13892,21265,26560,54461,9075,124162,96172,0,-8.386057,-56.82594
57,1056901,12199.0,16,35,2,10,98.0,0,2,10059,30439,55986,11171,41605,73955,826830,0,30.556051,-58.994812
58,30118,11244.7998046875,11,0,0,8,67.0,2,0,2784,1222,10074,2317,924,1188,5626,0,-8.572725,38.374046
59,66167,10904.0,10,0,0,5,0.0,0,0,1926,3047,987,1388,779,1630,50671,0,-53.578884,-2.9841518
60,21617,11762.0,6,0,0,1,24.0,2,0,716,2817,2116,2666,1833,2801,6766,0,10.854935,45.042355
61,36861,7029.0,6,0,0,1,0.0,2,0,2533,5717,5484,4266,3534,673,0,0,-11.170347,28.547869
62,84062,7323.0,6,0,0,1,18.0,2,0,11926,19452,42339,1683,567,133,0,0,-27.028088,-0.22177944
63,32288,1309.0,2,0,0,0,8.0,2,0,22695,1516,0,0,0,0,0,0,2.712021,4.4451046
64,29962,1482.0,5,0,0,0,3.0,2,0,4217,8576,0,0,0,0,0,0,6.256347,16.812477
65,26054,6494.0,6,0,0,1,0.0,2,0,2380,1982,8289,2290,2778,51,0,0,1.1791717,26.278675
66,48024,9490.400390625,10,0,0,2,0.0,1,0,1174,4549,6048,4340,6328,14632,5348,0,-28.769173,30.639534
67,36963,12290.0,20,0,0,1,6.0,1,0,2772,4128,3117,5613,1505,5878,9037,0,-15.880935,39.624825
68,56422,7672.0,5,0,0,6,0.0,1,0,6724,4524,4827,2733,2785,31859,0,0,-33.747715,31.953344
69,47996,7024.0,6,0,0,3,0.0,2,0,3202,6689,3622,3954,3409,16591,0,0,-30.522833,31.310516
70,146840,11970.0,13,79,0,5,12.0,2,0,27744,19235,10467,10230,3622,19835,51240,0,-43.02754,-32.804035
71,35689,6881.0,6,28,0,1,0.0,2,0,350,4866,6435,3984,13151,234,0,0,-7.8655796,32.526855
72,45700,11627.0,11,0,0,7,1.0,2,0,1048,2388,2860,1986,1311,1755,29265,0,-26.598902,43.990025
73,51520,4554.4443359375,6,0,0,0,77.0,0,0,13315,13000,17284,3635,0,0,0,0,-17.935394,11.761917
74,28076,9888.888671875,5,5,0,5,34.0,1,0,501,1083,2884,1716,6900,9634,2099,0,-0.8367558,38.14212
75,389881,7476.0,6,35,0,5,10.0,2,0,14424,25837,24578,14637,23791,55044,0,0,-15.248027,-65.55345
76,18960,5583.0,6,0,0,0,10.0,1,0,849,6794,4272,2467,557,0,0,0,18.232533,23.319998
77,787447,14000.0,9,129,0,3,27.0,0,0,3298,615134,1974,42528,15353,1309,78175,0,7.689212,-31.554983
78,11235,7403.0,6,0,0,1,0.0,2,0,1328,1923,439,1025,650,438,0,0,27.906202,35.438576
79,260437,11600.0,11,0,0,1,0.0,2,0,6397,9550,4574,16940,211654,1230,6787,0,-22.719986,-32.10598
80,142950,7725.0,8,0,1,0,0.0,2,1,16479,2224,1273,3202,1594,3292,0,0,-57.50378,-22.564016
81,85372,7045.0,10,0,0,0,0.0,2,0,16524,2749,2751,1533,1758,2792,0,0,-48.98651,26.136124
82,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,-9.0959835,69.23669
83,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,-6.53454,67.555016
84,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,-6.7150035,68.1007
85,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,-8.355517,69.827515
86,56268,11713.0,10,0,0,1,0.5,2,0,166,1205,0,124,664,375,969,0,-41.93846,28.356462
87,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,-6.0167284,68.8468
88,7256,1531.0,2,0,0,0,0.0,2,0,1056,551,0,0,0,0,0,0,41.495655,8.907916
89,102476,6544.0,7,0,0,0,0.0,2,0,9789,2144,1333,828,853,0,0,0,-52.281784,22.492674
90,28496,475.0,3,0,0,0,6.0,2,0,5516,0,0,0,0,0,0,0,10.218172,15.252026
91,62824,7389.0,6,28,2,5,0.0,2,2,7067,5766,13452,4883,13686,11767,0,0,-34.768795,14.445901
92,54596,2493.0,3,0,0,0,42.0,2,0,9883,35665,978,0,0,0,0,0,-9.617344,7.0935383
93,148837,8768.0,1,48,1,0,0.0,0,1,1467,34633,1072,35383,946,40967,562,0,-34.575607,-21.099108
94,456647,10897.0,6,99,0,4,14.0,2,0,101804,25636,35107,103869,66899,85711,34156,0,1.4206302,-55.091347
95,128420,10227.7783203125,6,0,0,1,9.0,2,0,680,1689,1337,2694,314,954,2904,0,-58.413265,-20.420128
96,243831,8233.0,6,30,2,3,6.0,2,1,19948,24459,22081,14004,15977,31388,44723,0,-31.480541,-41.484287
97,1644631,11127.2001953125,13,0,0,1,63.0,2,0,52687,122523,130104,1322326,971,1624,3279,0,35.678246,-32.03981
98,153068,11731.0,16,20,0,9,55.0,2,0,21041,28641,22774,14181,5816,23540,22477,0,-39.3017,-28.582365
99,232316,9718.0,12,0,0,6,0.0,1,0,912,8179,6039,20835,8048,124388,59423,0,-26.580006,-48.20216
100,18547,11359.0,11,0,0,1,0.0,2,0,610,447,723,455,138,387,12680,0,14.320528,49.37372
101,5561,997.0,2,0,0,0,0.0,2,0,308,703,0,0,0,0,0,0,45.45252,7.4573717
102,16481,1078.0,3,0,0,0,0.0,2,0,3601,3013,0,0,0,0,0,0,26.715616,11.258803
103,324380,3390.0,3,0,0,0,21.0,2,0,161410,71447,78817,0,0,0,0,0,12.871079,-21.925215
104,122229,7392.0,11,0,0,1,0.0,2,0,240,342,1462,1591,420,10136,0,0,-58.821186,-19.672512
105,105851,7826.0,5,0,2,3,0.0,0,1,1506,7215,15651,7352,15661,51470,0,0,-55.440796,6.9668417
106,976588,12344.0,32,81,2,9,150.0,1,2,81172,47413,56031,53024,151697,276332,293759,0,27.357906,-54.11053
107,869590,11863.0,20,0,0,1,63.0,0,0,2020,2162,129940,141787,1597,2831,389440,0,26.690372,-57.020447
108,613433,14228.0,11,0,0,4,6.0,2,0,817,30252,2269,7783,1316,62267,496436,0,25.97021,-59.73302
109,51882,9571.0,6,24,0,6,32.0,2,0,1368,4753,3132,18050,3468,12198,3901,0,-26.90157,17.863382
110,2625237,12112.0,6,0,0,1,50.0,2,0,936,9548,1350,1033,1150,3250,7350,0,39.583366,-36.292496
111,897266,10266.0,19,190,0,7,140.0,2,0,484,261746,50352,16050,3342,402202,144409,0,30.299398,-51.834652
112,13596949,11896.0,11,0,0,1,0.0,2,0,397,2081,1552,1218,916,1201,3165,0,48.197117,-29.936699
113,1295284,2689.0,3,0,0,0,56.0,2,0,127,1261309,681,0,0,0,0,0,10.418743,-29.954166
114,152374,10319.0,6,70,2,1,11.0,2,1,9710,17953,25887,31021,37679,15133,10118,0,-30.356886,-21.086226
115,1207688,5394.0,9,0,0,0,0.0,2,0,2597,2558,3123,1810,496,0,0,0,32.547215,-44.77825
116,640118,11481.0,7,46,2,6,12.0,0,1,24033,200351,34441,34334,65445,86650,191125,0,12.449845,-53.604927
117,352780,6704.0,6,0,0,1,0.0,2,0,16286,2158,2826,1688,1623,338,0,0,-18.627598,-66.54131
118,68184,6782.0,6,8,0,1,0.0,2,0,2039,2025,6822,43491,6652,500,0,0,-29.698915,12.20899
119,375559,10985.0,11,0,0,3,6.0,2,0,25931,19840,31368,10522,10231,25752,5103,0,-15.972249,-65.80645
120,1113406,4151.0,3,0,0,0,1.0,1,0,1001,2034,1103149,567,0,0,0,0,29.219244,-36.741356
121,635091,11253.0,13,0,0,1,18.0,2,0,32386,1958,3633,1972,2626,4405,14418,0,11.372389,-66.10709
122,618358,10703.0,6,405,2,5,19.0,2,1,48323,156639,39767,42067,74341,63711,95761,0,13.079338,-53.897522
123,60750,8312.0,6,34,0,5,5.0,2,0,115,1428,10691,2861,996,28961,9477,0,-44.542034,11.081611
124,120572,198.0,1,0,0,0,0.0,2,0,199,0,0,0,0,0,0,0,-59.850243,-20.031107
125,1276791,10436.6669921875,16,40,2,5,42.0,2,2,29235,24445,33105,52013,35025,64281,5837,0,32.600403,-44.001537
126,78726,12305.0,11,0,0,1,16.0,2,0,780,4073,3598,2059,1135,1797,19436,0,-46.618427,22.471474
127,422782907,11420.0,22,0,0,1,15.0,2,0,422753232,4184,2700,4370,2775,2673,6722,0,56.882324,-25.52791
128,222198,12484.0,29,17,2,4,111.0,2,2,87078,18128,5957,5317,11614,17343,66574,0,-7.609518,-18.061878
129,77362,11900.0,11,25,2,3,62.0,2,2,2288,8266,12185,4616,3833,23131,13928,0,-45.979877,7.3892083
130,276688,10169.0,13,58,2,8,22.0,2,1,5319,17686,28586,29624,55854,91975,40210,0,-21.199371,-46.95237
131,6322,4506.0,4,0,0,0,0.0,2,0,118,1247,1168,551,0,0,0,0,45.236847,14.610379
132,17670,11430.0,10,0,0,4,0.0,1,0,352,1116,414,469,297,6486,4432,0,12.503284,41.08689
133,303306,10702.0,27,7,2,4,68.0,2,2,51331,29445,28629,64035,52775,60652,9584,0,-15.2441025,-46.54327
134,784770,12000.0,12,128,0,7,76.0,2,0,35967,60154,160333,145134,159463,114828,101679,0,20.896599,-53.105194
135,137572,6693.0,6,0,0,1,0.0,2,0,3712,1461,1340,1172,1208,50,0,0,-58.248978,-21.820236
136,18147,11862.0,8,0,0,1,0.0,2,0,1138,1294,2166,1568,1848,1820,4698,0,13.648312,44.242218
137,115500,11317.0,16,0,0,4,0.0,2,0,6156,2197,3518,2591,2471,5619,48105,0,-51.760136,-8.674933
138,311055,7701.0,6,18,0,4,56.0,2,0,16367,74357,39138,45662,67456,59977,0,0,-13.712544,-44.45042
139,152110,6713.0,5,0,0,1,16.5,0,0,5464,71028,55281,7722,4679,531,0,0,-20.687065,-17.320393
140,8095,12191.0,10,0,0,2,4.0,1,0,1035,185,298,200,216,350,3700,0,25.070353,45.08813
141,508621,10906.0,81,63,2,4,123.0,2,2,40727,64485,77894,72789,106085,124077,7318,0,0.7460723,-53.206444
142,216804,11333.0,19,0,0,1,0.0,2,0,20379,7628,7969,8073,4231,2938,7156,0,-55.695065,-30.242558
143,574590,8424.544921875,6,286,2,8,161.0,2,1,1321,45128,84016,46998,233263,51866,107782,0,15.0092325,-50.596024
144,59848565,11896.0,15,137,2,1,4.0,2,2,11898,4296,6904,59631543,48643,124363,11918,0,57.761307,-16.478224
145,427896,11273.0,4,29,0,4,27.0,0,0,513,33684,138738,35193,43763,91294,83855,0,-1.0709803,-54.788345
146,18926,4573.0,7,0,0,0,0.0,2,0,184,3829,9854,2349,0,0,0,0,11.218228,25.744734
147,284140,770.0,2,0,0,0,2.0,2,0,593,0,0,0,0,0,0,0,-21.853788,-65.027214
148,71143,7520.0,6,0,0,1,0.0,2,0,3045,6402,3290,6595,4218,2774,0,0,-46.4343,26.430866
149,106511,3983.0,7,0,0,0,97.0,2,0,8190,22233,58955,575,0,0,0,0,-28.34564,-3.765954
150,422,4652.0,3,0,0,0,0.0,0,0,0,0,0,310,0,0,0,0,38.0459,49.582985
151,39201,4589.0,4,0,0,0,40.0,2,0,930,11627,18239,3509,0,0,0,0,-9.273887,22.957155
152,480880,9991.0,6,51,0,3,21.0,2,0,23363,25611,39597,15907,157502,65165,146087,0,5.6441216,-49.58407
153,98266,11498.0,13,0,0,1,0.0,0,0,3572,51708,16111,9041,5011,4234,3694,0,-17.85669,-6.1892514
154,43862,7502.0,5,0,0,3,0.0,1,0,1290,4354,3569,3135,1588,24535,0,0,-31.919888,33.61953
155,54593,11375.5,11,0,0,1,22.0,2,0,973,3781,3207,1913,1572,2196,7538,0,-41.101326,28.284971
156,937237,8091.81787109375,6,69,4,17,153.0,2,3,210869,60384,97000,78536,216288,199286,63000,0,23.423687,-51.547203
157,36680,10866.0,14,0,0,1,0.0,2,0,950,5485,8899,2300,2451,2601,3717,0,-14.419729,36.316624
158,220933,10089.0,13,143,0,3,29.0,2,0,8137,31863,37683,16086,45743,60268,15945,0,-25.25917,-37.401363
159,191292,11723.0,11,9,0,6,32.0,2,0,10152,11591,24535,13243,20632,43963,60772,0,-35.797157,-38.756096
160,104874,10802.0,10,10,2,10,0.0,1,1,6166,15961,10707,8123,11276,18266,31049,0,-47.542763,-7.489357
161,277742,11651.0,6,23,0,7,45.0,2,0,20152,21640,26071,15327,29309,67972,90585,0,-32.641296,-45.049885
162,205427,8035.0,6,137,2,3,8.0,2,1,4362,3797,88457,28366,23056,28731,9451,0,-17.6484,-27.51081
163,40008,7210.0,6,0,0,1,0.0,2,0,8895,4756,4868,1799,1200,2925,0,0,-10.176022,16.96484
164,802331,9828.900390625,6,73,2,7,67.0,2,2,26897,88707,94577,50727,132502,156002,242093,0,23.264124,-54.964287
165,79085,10610.400390625,11,0,0,1,0.0,2,0,990,1722,2224,2117,1762,2130,1720,0,-47.655937,24.330729
166,429831,9699.2001953125,6,55,2,1,66.0,2,1,2357,21230,107385,87658,112555,62571,29127,0,-3.7891922,-49.761917
167,32276,7750.0,6,0,0,1,0.0,2,0,2503,8555,2371,1530,581,595,0,0,-2.4558096,20.079382
168,872739,4428.0,4,0,0,0,20.0,2,0,382,27960,29839,6111,0,0,0,0,17.366642,-65.55531
169,83608,10125.0,11,0,0,9,16.0,2,0,1525,5021,5424,2244,1857,55276,6331,0,-52.516426,10.056744
170,94946,5200.0,7,0,0,0,0.0,2,0,812,4877,501,555,1325,0,0,0,-51.108093,23.017845
171,1998085,10999.0,6,59,0,3,417.0,2,0,32815,155646,115049,40045,98213,76576,114851,0,37.30356,-40.05093
172,7070523,4673.0,6,0,0,0,16.0,2,0,2108736,4459079,84611,392297,0,0,0,0,43.40715,-22.707985
173,0,0.0,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,14.474799,83.48681
174,210538,10294.6669921875,11,0,0,1,0.0,2,0,18043,18928,17940,5200,3858,6417,5879,0,-55.30911,-29.822372
175,866212,10854.0,11,11,2,4,7.0,2,1,48425,104774,156171,91035,124687,185201,67963,0,21.541014,-52.5524
176,150197,10368.0,11,0,0,1,7.0,2,0,72272,4558,7055,3787,2981,5007,3758,0,-8.226309,-12.177899
177,62593,7938.0,10,14,2,4,2.0,2,1,11273,4066,8738,5260,9371,16040,0,0,-34.11888,15.364257
178,193280,4214.0,6,0,0,0,4.0,2,0,23171,31883,70950,56252,0,0,0,0,-18.850554,-25.316929
179,47856,6854.0,6,0,0,1,7.0,2,0,5176,21233,5392,2554,1936,1053,0,0,-9.427134,9.931682
180,323432,12356.0,9,0,0,16,77.0,1,0,252691,4553,4797,2050,1071,3032,53222,0,14.857168,-21.471714
181,63295,12356.0,11,0,0,5,35.0,2,0,569,10171,20443,3892,1790,15147,6919,0,-37.52286,16.253126
182,27156,7300.0,5,0,0,1,0.0,1,0,334,6623,4914,1562,1863,639,0,0,4.9284363,33.043514
183,1072931,11172.0,17,0,0,3,0.0,2,0,4656,907220,12451,9690,2826,5744,20033,0,9.598194,-30.612385
184,154729,9961.0,10,17,0,5,0.0,1,0,368,433,612,454,14351,89668,47467,0,-39.6745,-35.096035
185,40649,2709.0,3,0,0,0,0.0,2,0,1798,23998,1663,0,0,0,0,0,-7.313237,10.607043
186,1838263,12400.0,12,56,2,3,100.0,2,1,201502,281932,88915,2284,347765,135957,607620,0,39.67183,-42.448956
187,364863,9180.0,6,41,2,4,25.0,2,1,2962,22600,28181,34265,26115,32457,205758,0,2.7217984,-45.053474
188,13800,636.0,2,0,0,0,0.0,2,0,3148,326,0,0,0,0,0,0,31.784864,6.1955543
189,173206,4045.60009765625,4,0,0,0,66.0,2,0,29587,47595,85537,741,0,0,0,0,-19.040525,-20.622868
190,9702659,10782.0,23,0,0,1,4.0,2,0,9525262,26567,50342,29768,5091,8378,50651,0,49.758934,-22.376238
191,17607,2599.0,5,0,0,0,0.0,2,0,5500,6463,486,0,0,0,0,0,19.904299,11.199565
192,48087,6478.0,6,8,0,1,0.0,2,0,2297,2881,10770,5526,6916,202,0,0,-19.119425,26.525385
193,10530068,10544.0,11,37,0,3,7.0,2,0,9576,5222,11444,6840,16441,27407,4182,0,47.365326,-30.770302
194,369903,10391.0,13,0,0,1,70.0,2,0,14145,32022,32714,7441,4431,152465,116626,0,-8.26534,-57.73754
195,14429,6430.0,9,16,0,0,1.0,2,0,1332,1201,1816,1517,1084,899,0,0,24.406904,32.37751
196,135739,7884.0,8,40,2,8,10.0,2,2,29219,19254,30397,12513,2710,26659,0,0,-36.98648,-16.899115
197,171404,11680.7998046875,15,20,2,1,144.0,2,1,29005,29567,3006,4346,64660,20694,14735,0,-31.544588,-30.5602
198,6247,1532.0,2,0,0,0,0.0,0,0,1296,2298,0,0,0,0,0,0,44.26419,11.448391
199,11073802,6796.0,12,31,0,1,0.0,0,0,11039443,8608,8537,3114,10921,2958,0,0,49.997246,-22.483118
200,28327,6720.0,6,94,0,1,0.0,2,0,1194,3387,2926,2843,12388,836,0,0,-6.3625917,33.054905
201,49825,12292.0,6,55,0,3,0.0,2,0,1212,3783,1185,2383,1066,17005,14943,0,-27.342716,36.797855
202,7250,8401.0,10,0,0,5,1.0,1,0,87,1968,498,164,1101,744,905,0,28.967014,41.252434
203,195546,7920.7998046875,6,11,2,5,0.0,2,1,4966,8941,8560,4076,18469,12501,0,0,-55.602604,-28.660797
204,21996,5907.0,4,0,0,0,0.0,1,0,540,4718,9501,2282,739,0,0,0,8.647328,25.475328
205,255538,10799.0,17,0,0,1,0.0,2,0,8427,7327,11319,6962,9875,10031,9113,0,-23.338623,-63.8474
206,1312328,12934.0,35,59,2,6,70.0,2,1,63907,56717,119394,71753,7455,342288,618642,0,40.308117,-45.365314
207,39087,9596.0,11,0,0,5,1.0,2,0,418,4050,3185,4878,1917,14067,5328,0,-23.9201,35.66175
208,14287,10349.5,8,0,0,0,0.0,2,0,2701,725,33,0,315,154,10237,0,16.833515,48.38534
209,189745,6702.0,5,0,2,1,28.0,1,1,2037,1204,1546,935,903,181755,0,0,-25.33801,-48.455914
210,354647,12522.5,10,146,2,1,531.0,0,1,3362,1950,8737,1835,16052,294470,23152,0,-23.248034,-51.603954
211,119623,10100.0,11,0,0,1,0.0,2,0,1309,25400,13467,9799,15669,12249,34584,0,-47.71716,-9.683918
212,70234,6374.0,6,0,0,1,0.0,2,0,7459,13253,15451,9959,8857,1233,0,0,-25.885612,7.691974
213,581927,7580.0,8,181,0,1,8.0,2,0,21519,43753,48731,70422,1373,58075,0,0,10.047418,-63.628643
214,35019,6049.0,8,0,0,0,21.0,2,0,165,1653,1884,7471,1036,0,0,0,-12.587261,29.525543
215,85000,7294.0,6,0,0,1,24.0,2,0,11937,12604,9063,24717,20925,1525,0,0,-35.480953,0.5250498
216,38873,7595.0,6,0,0,1,0.0,2,0,552,8304,8469,5980,1287,244,0,0,-10.557717,25.89392
217,173493,12700.0,11,0,0,5,0.0,2,0,1064,10355,15456,3838,8663,10715,46252,0,-43.996387,-32.683178
218,9498,12932.0,11,0,0,1,3.0,2,0,1041,573,808,343,219,482,2874,0,25.195637,44.427658
219,37470,13040.0,11,14,2,4,6.0,2,1,0,266,2109,191,621,6183,22762,0,-24.728146,44.167038
220,48356,8562.0,5,16,2,3,5.0,1,1,651,3335,5764,4483,2017,8090,22142,0,-26.89839,41.593334
221,788986,6309.0,11,0,0,0,6.0,2,0,10910,17039,14854,3863,1260,0,0,0,15.951482,-65.50951
222,47803,10996.0,10,0,0,1,0.0,1,0,624,5972,7523,4865,4144,8987,10328,0,-27.028822,29.633972
223,20858,10743.0,11,0,0,1,9.0,2,0,1762,1029,1354,415,311,811,13351,0,13.616389,49.525234
224,75658,10657.0,11,0,0,1,9.0,2,0,4739,11065,8702,9246,8971,6530,19343,0,-47.066765,1.7133148
225,116658,6719.0,5,35,0,1,123.0,1,0,3189,22932,1121,1652,84674,606,0,0,-36.807026,-11.096581
226,71782,6904.0,6,14,0,3,0.0,2,0,47,4315,15260,6376,24998,14951,0,0,-37.750076,11.908288
227,65689,10457.0,6,0,0,1,7.0,2,0,732,8586,3248,35637,2462,1586,7934,0,-29.414215,12.748012
228,678317,11421.599609375,13,53,2,7,13.0,0,2,1329,1911,56616,60095,386217,38222,130744,0,18.138796,-49.01126
229,77932,11973.0,10,33,2,3,0.0,1,1,4214,3854,12666,3426,23662,12214,9262,0,-38.144234,11.564949
230,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,-9.269852,68.24752
231,40621,11482.5,14,38,0,1,0.0,2,0,4903,5782,1721,5401,2145,7130,7116,0,-17.831148,38.9604
232,3757285,11868.0,7,0,0,1,9.0,2,0,1285,3680388,13712,2250,1299,5249,7882,0,41.520966,-21.94618
233,6289,1541.0,1,0,0,0,20.0,1,0,783,1865,0,0,0,0,0,0,44.428352,10.628352
234,358545,8286.0,6,63,2,3,34.0,2,2,35281,21190,30554,64845,90496,100671,10885,0,-7.8297267,-49.123356
235,1283140,12124.0,7,48,2,4,41.0,1,1,250,17942,48341,1022272,47833,43203,101922,0,19.319426,-39.88754
